Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status,Loan_Status_Numeric
L11437,60,Male,Married,Self-employed,20000.0,38146.41,36,703,0.5008033959988378,Approved,1
L11438,52,Female,Married,Salaried,20000.0,42044.6,12,613,0.4911837591201369,Approved,1
L11439,55,Male,Single,Salaried,43086.43,43919.73,60,639,0.47439513499284325,Approved,1
L11440,30,Male,Married,Salaried,45035.72,93736.84,36,586,0.497963131302845,Rejected,0
L11441,54,Female,Single,Self-employed,111779.0,214386.92,48,725,0.4998624592241703,Rejected,0
L11442,56,Female,Married,Unemployed,30220.95,47808.64,12,606,0.49812533797965536,Rejected,0
L11443,26,Female,Married,Self-employed,35587.72,57187.45,12,674,0.47494308758454806,Approved,1
L11444,63,Male,Single,Salaried,44358.59,84733.45,24,647,0.48148882989399316,Approved,1
L11445,36,Male,Single,Salaried,52752.57,131686.88,36,737,0.5192310923915923,Rejected,0
L11446,39,Male,Married,Salaried,97228.83,110665.57,48,696,0.47280206719618223,Approved,1
L11447,54,Female,Divorced,Unemployed,28641.8,18484.67,12,646,0.48903719339747626,Rejected,0
L11448,45,Female,Married,Unemployed,76646.07,145558.34,48,628,0.5467014904776293,Rejected,0
L11449,51,Female,Married,Self-employed,81279.38,45329.35,24,714,0.4779755880813827,Rejected,0
L11450,61,Female,Single,Salaried,52461.1,120120.1,36,553,0.46807105785840036,Approved,1
L11451,37,Male,Single,Salaried,75796.6,185353.84,12,629,0.47130358277021644,Approved,1
L11452,50,Female,Married,Salaried,20000.0,39057.74,24,689,0.5062896256941937,Approved,1
L11453,59,Male,Single,Salaried,136178.02,161521.35,24,633,0.4957114437040553,Approved,1
L11454,51,Male,Married,Salaried,105534.37,100409.88,12,635,0.4949399097386056,Approved,1
L11455,39,Male,Divorced,Salaried,24185.2,17424.51,12,702,0.4964639744019015,Rejected,0
L11456,55,Female,Single,Salaried,61915.57,31694.56,12,771,0.5176589156700536,Approved,1
L11457,49,Female,Married,Salaried,23673.18,32216.44,24,628,0.525087322369818,Approved,1
L11458,21,Male,Married,Self-employed,20000.0,35884.5,36,588,0.5019035392143081,Rejected,0
L11459,24,Male,Single,Salaried,73424.98,91980.83,48,651,0.49071023440829686,Approved,1
L11460,48,Male,Single,Salaried,20000.0,27527.85,12,660,0.5061856901928695,Approved,1
L11461,38,Female,Divorced,Self-employed,40902.75,76506.77,36,642,0.5378352599126847,Approved,1
L11462,46,Female,Divorced,Unemployed,20000.0,26361.34,60,617,0.4777202831242144,Rejected,0
L11463,60,Female,Married,Salaried,39284.82,80409.39,36,656,0.53609179251517,Approved,1
L11464,39,Female,Divorced,Self-employed,20000.0,35693.7,24,623,0.48456299650126433,Rejected,0
L11465,26,Male,Single,Salaried,20000.0,36855.97,12,590,0.5234376340200466,Rejected,0
L11466,21,Male,Married,Salaried,20000.0,34772.44,12,633,0.5247570936489309,Approved,1
L11467,28,Male,Single,Salaried,20000.0,14788.67,12,661,0.49400473440190507,Approved,1
L11468,53,Male,Married,Salaried,25100.83,46892.32,48,703,0.5032701101809345,Rejected,0
L11469,63,Male,Married,Self-employed,59187.84,99699.83,36,724,0.5034545500679645,Approved,1
L11470,41,Male,Divorced,Self-employed,20000.0,32970.61,12,643,0.5150670044048866,Approved,1
L11471,44,Female,Single,Salaried,45240.46,76762.12,36,614,0.5074730618175559,Approved,1
L11472,45,Male,Divorced,Salaried,47229.55,116852.93,36,655,0.47020691014139004,Rejected,0
L11473,63,Male,Married,Salaried,35708.87,48996.82,36,672,0.5358296351226253,Rejected,0
L11474,39,Male,Married,Salaried,20202.03,14386.65,24,568,0.5008134910580465,Rejected,0
L11475,49,Male,Married,Salaried,20000.0,30514.94,12,633,0.5012382571167913,Approved,1
L11476,30,Female,Married,Salaried,20000.0,15997.8,24,624,0.4993270306433693,Approved,1
L11477,32,Female,Divorced,Salaried,20000.0,42254.23,36,682,0.48886931856700655,Approved,1
L11478,53,Male,Married,Self-employed,30763.05,30739.99,48,656,0.555881773540952,Approved,1
L11479,27,Female,Single,Salaried,68744.44,171264.89,36,654,0.48731311329235233,Rejected,0
L11480,37,Male,Single,Self-employed,33540.12,28683.22,12,735,0.4995344337090123,Rejected,0
L11481,30,Male,Single,Salaried,20000.0,25121.08,24,616,0.5151839331838182,Rejected,0
L11482,51,Male,Single,Self-employed,47193.68,37392.66,12,621,0.5056887255658526,Approved,1
L11483,26,Female,Single,Salaried,20000.0,26769.36,12,664,0.5050270368647387,Approved,1
L11484,37,Male,Single,Salaried,20000.0,29362.17,36,608,0.48006978032529957,Approved,1
L11485,57,Male,Married,Salaried,21281.68,42280.72,36,651,0.5094792306839543,Rejected,0
L11486,38,Female,Divorced,Unemployed,40698.3,20462.56,12,737,0.493295161066916,Rejected,0
L11487,46,Male,Divorced,Self-employed,22647.5,21778.02,48,708,0.4749303145892376,Rejected,0
L11488,36,Male,Married,Salaried,31499.04,32754.11,12,598,0.5070159142516008,Rejected,0
L11489,28,Female,Single,Salaried,81461.63,138584.13,12,551,0.5334900700196047,Rejected,0
L11490,44,Male,Single,Salaried,20000.0,21087.78,12,542,0.49932948406701955,Approved,1
L11491,33,Female,Divorced,Self-employed,71936.28,106011.17,48,665,0.4979288966326423,Approved,1
L11492,49,Female,Married,Self-employed,116679.84,172167.17,60,616,0.5177268654825656,Rejected,0
L11493,52,Female,Single,Salaried,20000.0,42417.85,24,634,0.4708586581775221,Approved,1
L11494,44,Female,Married,Salaried,47404.07,106744.15,48,625,0.45012872765156897,Approved,1
L11495,36,Female,Married,Self-employed,20000.0,49081.28,36,643,0.4535927832457237,Rejected,0
L11496,31,Female,Single,Salaried,82679.27,180372.46,24,612,0.4517728702642034,Rejected,0
L11497,52,Female,Divorced,Salaried,25164.34,56768.65,36,612,0.5102029658951092,Approved,1
L11498,26,Female,Single,Salaried,79077.29,193103.04,60,768,0.47237522325117054,Approved,1
L11499,55,Female,Single,Salaried,58480.1,126016.04,36,641,0.4880684931801632,Rejected,0
L11500,53,Female,Single,Salaried,20000.0,18185.48,60,650,0.4973504642990763,Approved,1
L11501,38,Male,Divorced,Self-employed,33660.91,70173.89,36,638,0.49923448635024636,Rejected,0
L11502,57,Female,Married,Self-employed,27535.1,52842.12,36,678,0.5137439403284357,Rejected,0
L11503,33,Male,Married,Self-employed,40950.72,66001.07,12,716,0.5052359683627978,Approved,1
L11504,30,Male,Divorced,Unemployed,47168.18,40045.33,12,530,0.5064529370968526,Rejected,0
L11505,57,Male,Married,Salaried,42757.69,25484.91,12,605,0.49443492758017327,Rejected,0
L11506,46,Female,Married,Salaried,50706.12,47374.52,48,666,0.4936922379407211,Rejected,0
L11507,37,Male,Single,Salaried,66597.61,150103.61,48,713,0.4998261372454757,Rejected,0
L11508,21,Female,Single,Unemployed,36124.6,37542.29,24,563,0.5025179182124637,Rejected,0
L11509,45,Male,Married,Salaried,20000.0,27879.2,24,614,0.48699936258308457,Rejected,0
L11510,54,Male,Divorced,Self-employed,38047.45,94934.09,12,650,0.49672147424504337,Approved,1
L11511,59,Male,Married,Salaried,133028.09,202067.58,48,626,0.5086885106223547,Rejected,0
L11512,30,Female,Married,Salaried,24713.13,50291.16,12,718,0.47763778783661803,Approved,1
L11513,40,Female,Married,Salaried,95948.91,200539.78,36,687,0.4913941510828795,Approved,1
L11514,27,Male,Married,Self-employed,44376.58,100225.99,12,727,0.47623989936690814,Approved,1
L11515,36,Male,Single,Salaried,52540.63,61246.58,24,667,0.49963088388052174,Rejected,0
L11516,57,Female,Married,Unemployed,24558.79,19771.21,24,792,0.47111485493182875,Approved,1
L11517,49,Male,Divorced,Salaried,20000.0,45544.76,24,671,0.5033737317933696,Rejected,0
L11518,32,Male,Single,Salaried,31942.49,54913.48,36,646,0.5239947253519431,Rejected,0
L11519,37,Male,Married,Salaried,20000.0,33833.12,36,724,0.526600563940088,Approved,1
L11520,40,Female,Married,Self-employed,20000.0,32792.05,24,639,0.5110230387510157,Approved,1
L11521,46,Male,Married,Salaried,59553.18,33951.53,48,618,0.47906821073984723,Rejected,0
L11522,39,Male,Single,Salaried,32740.12,32658.39,12,610,0.4903036487568427,Approved,1
L11523,32,Female,Married,Salaried,94496.3,174337.89,48,633,0.48059104352116716,Approved,1
L11524,41,Female,Single,Salaried,49533.95,28035.6,12,598,0.4925509806334051,Rejected,0
L11525,62,Male,Married,Salaried,66205.72,113443.45,36,641,0.4969656620514049,Approved,1
L11526,54,Male,Divorced,Unemployed,70372.37,42256.03,12,665,0.4939768290696242,Rejected,0
L11527,27,Male,Single,Self-employed,93187.39,48173.49,12,681,0.516824732605264,Rejected,0
L11528,65,Male,Divorced,Salaried,20000.0,45668.7,12,630,0.500248848834244,Approved,1
L11529,55,Male,Single,Self-employed,23015.23,53439.01,24,555,0.49289838708827904,Rejected,0
L11530,35,Male,Single,Salaried,20000.0,21602.64,24,665,0.5217981884309509,Approved,1
L11531,21,Male,Single,Salaried,69189.33,154281.44,48,655,0.47807757111170335,Approved,1
L11532,46,Female,Divorced,Self-employed,48664.12,31623.86,24,585,0.507032908131173,Rejected,0
L11533,55,Female,Single,Salaried,51740.95,68462.22,24,620,0.4847955140986464,Rejected,0
L11534,45,Male,Single,Self-employed,119536.28,173672.63,12,681,0.497893162556902,Approved,1
L11535,62,Female,Married,Self-employed,20000.0,26341.85,12,682,0.5186238479261193,Approved,1
L11536,35,Male,Married,Salaried,46379.77,55505.21,12,557,0.48977775291503856,Rejected,0
L11537,42,Female,Married,Salaried,20000.0,34452.8,36,709,0.4877656369636444,Approved,1
L11538,26,Male,Single,Salaried,40572.08,75162.2,60,690,0.4952209505324439,Rejected,0
L11539,35,Female,Married,Salaried,78551.96,189855.6,48,669,0.5023270124986118,Approved,1
L11540,44,Female,Single,Salaried,199186.63,150049.63,36,629,0.48646196043829737,Approved,1
L11541,41,Male,Married,Salaried,20000.0,46015.7,12,709,0.509548205049411,Approved,1
L11542,27,Female,Married,Salaried,34371.87,72000.47,36,600,0.49694977278407815,Rejected,0
L11543,49,Female,Married,Self-employed,24127.11,25706.67,24,658,0.47944329483479603,Rejected,0
L11544,52,Male,Married,Unemployed,20000.0,18010.25,12,596,0.4990515490257632,Rejected,0
L11545,52,Female,Single,Salaried,24629.18,18053.16,36,598,0.5288977127762876,Rejected,0
L11546,25,Female,Married,Salaried,56537.71,76181.54,48,555,0.46653550836349106,Rejected,0
L11547,24,Female,Married,Self-employed,58228.42,93181.34,36,667,0.5315948081661618,Rejected,0
L11548,42,Female,Divorced,Salaried,69500.65,113949.52,48,618,0.4880451214707599,Approved,1
L11549,38,Male,Married,Unemployed,20000.0,26670.02,24,617,0.5209850087559704,Rejected,0
L11550,55,Female,Married,Salaried,59346.09,111018.84,36,670,0.5201361154065945,Approved,1
L11551,37,Female,Divorced,Self-employed,26987.98,51700.71,36,722,0.5005491527328995,Rejected,0
L11552,44,Male,Married,Self-employed,63153.44,96628.24,36,652,0.516523261855818,Approved,1
L11553,22,Male,Married,Salaried,55356.99,88758.9,36,640,0.502508001310668,Approved,1
L11554,33,Female,Married,Self-employed,51339.37,45681.25,24,643,0.5112131334606994,Approved,1
L11555,35,Female,Married,Unemployed,37817.59,60806.42,24,657,0.5003523421624817,Rejected,0
L11556,25,Male,Married,Unemployed,43795.01,28491.37,24,662,0.518125649894655,Rejected,0
L11557,23,Male,Married,Self-employed,28994.24,47589.77,12,701,0.47255035784326577,Rejected,0
L11558,57,Male,Married,Salaried,26182.13,46755.07,36,602,0.5168224513438976,Approved,1
L11559,57,Female,Married,Self-employed,20000.0,49271.45,36,573,0.4785581812806732,Rejected,0
L11560,57,Female,Married,Self-employed,58309.63,78714.94,36,616,0.48663779186329503,Approved,1
L11561,23,Male,Married,Salaried,20000.0,29828.84,24,626,0.49406591379545145,Rejected,0
L11562,55,Male,Married,Unemployed,112181.28,157538.0,36,588,0.4913609239506502,Rejected,0
L11563,43,Female,Married,Self-employed,29579.97,30158.77,12,704,0.49805380125432536,Rejected,0
L11564,48,Male,Single,Salaried,76127.24,52428.39,12,682,0.5013908880898625,Approved,1
L11565,50,Female,Divorced,Salaried,110061.34,196040.48,48,621,0.5271113594813653,Approved,1
L11566,38,Male,Single,Unemployed,118934.41,76618.58,12,632,0.4936466349202423,Rejected,0
L11567,56,Male,Divorced,Salaried,28002.4,38086.83,24,569,0.5099661822671712,Rejected,0
L11568,53,Male,Single,Salaried,38861.55,20286.83,12,554,0.4745969576933602,Rejected,0
L11569,46,Female,Single,Salaried,20000.0,47620.87,12,610,0.5177310173743138,Rejected,0
L11570,60,Female,Married,Self-employed,20000.0,37897.82,24,610,0.47431635774629716,Rejected,0
L11571,37,Female,Married,Salaried,95378.81,90254.28,24,592,0.49816674258689503,Rejected,0
L11572,60,Female,Married,Self-employed,55822.14,58742.11,36,707,0.5240308553889279,Approved,1
L11573,27,Male,Married,Salaried,54563.88,62447.69,36,635,0.5232307081290379,Approved,1
L11574,28,Male,Divorced,Self-employed,28754.35,44228.68,24,611,0.4815771921768615,Approved,1
L11575,51,Male,Divorced,Salaried,22887.74,40364.01,24,618,0.49068706525010647,Rejected,0
L11576,32,Female,Married,Salaried,20980.32,13703.77,24,647,0.46882774302794433,Approved,1
L11577,51,Male,Single,Salaried,20000.0,36413.94,36,578,0.4964949917442089,Rejected,0
L11578,64,Female,Married,Unemployed,27953.77,18138.32,60,672,0.4706219826449,Rejected,0
L11579,39,Female,Single,Salaried,61396.58,142918.01,48,625,0.49223921641296203,Rejected,0
L11580,30,Male,Single,Salaried,51607.08,77134.06,48,668,0.5126799937403366,Rejected,0
L11581,59,Female,Married,Salaried,20000.0,47347.09,36,617,0.4937717005131786,Approved,1
L11582,32,Female,Single,Salaried,94434.05,168551.51,36,685,0.5296090677578216,Rejected,0
L11583,40,Female,Single,Salaried,58102.14,75671.57,48,701,0.4744586251467082,Approved,1
L11584,57,Female,Single,Self-employed,21866.84,45169.42,12,660,0.4857792880779037,Rejected,0
L11585,61,Female,Married,Salaried,34457.03,21920.24,36,594,0.49945069495608113,Rejected,0
L11586,27,Male,Divorced,Self-employed,20000.0,33481.09,24,519,0.5451885989924606,Rejected,0
L11587,34,Female,Divorced,Salaried,34201.2,34725.97,12,522,0.48946634720499343,Rejected,0
L11588,31,Male,Single,Self-employed,20000.0,43709.11,24,662,0.473809873813483,Approved,1
L11589,27,Male,Married,Salaried,62638.86,142895.46,48,557,0.5053332895788987,Rejected,0
L11590,49,Female,Married,Unemployed,20000.0,33418.69,24,645,0.5087659744614509,Rejected,0
L11591,30,Female,Single,Self-employed,20000.0,20434.97,24,642,0.5061071535169958,Rejected,0
L11592,49,Male,Married,Salaried,35577.42,45465.92,12,640,0.5147071098965745,Rejected,0
L11593,29,Male,Married,Salaried,20000.0,34819.49,36,606,0.47353698629350066,Rejected,0
L11594,56,Female,Married,Unemployed,83154.42,112299.51,48,602,0.5050311067127446,Rejected,0
L11595,30,Female,Married,Salaried,26330.97,54088.82,12,687,0.5086886179881244,Rejected,0
L11596,39,Male,Married,Salaried,60870.29,75349.5,12,638,0.4750630194814704,Rejected,0
L11597,51,Female,Married,Salaried,20000.0,30219.08,60,693,0.48519932199207105,Rejected,0
L11598,37,Male,Married,Self-employed,37142.21,32612.55,36,656,0.5183755753140162,Rejected,0
L11599,29,Female,Divorced,Unemployed,32373.88,61367.6,36,638,0.502475818177852,Rejected,0
L11600,65,Female,Married,Salaried,70012.84,156160.04,36,627,0.492739221053331,Rejected,0
L11601,53,Female,Married,Salaried,73049.66,90088.48,24,622,0.4965398650709854,Rejected,0
L11602,54,Female,Single,Self-employed,20000.0,48188.61,12,639,0.4965186701250519,Approved,1
L11603,65,Male,Married,Unemployed,22712.71,13100.26,24,636,0.4801124531702567,Rejected,0
L11604,44,Female,Married,Salaried,62828.93,59102.25,36,672,0.4725002981565529,Rejected,0
L11605,29,Male,Married,Salaried,20000.0,26498.22,48,638,0.4865543024021489,Rejected,0
L11606,27,Male,Single,Salaried,20000.0,26978.08,24,721,0.504087247520654,Approved,1
L11607,36,Male,Single,Salaried,36309.06,75769.66,36,707,0.5231299005821753,Approved,1
L11608,39,Male,Married,Unemployed,92683.32,210796.12,60,645,0.4973439073012037,Rejected,0
L11609,59,Male,Single,Self-employed,48361.23,53494.9,36,635,0.5502280105620099,Rejected,0
L11610,26,Male,Divorced,Salaried,46586.37,82807.76,36,644,0.48982002970898025,Rejected,0
L11611,31,Female,Married,Unemployed,33940.43,54415.14,36,568,0.5105494774404714,Rejected,0
L11612,32,Female,Single,Unemployed,44718.07,38234.65,12,654,0.5062421959351134,Rejected,0
L11613,62,Male,Married,Salaried,26855.72,30939.7,12,584,0.49808977677185384,Rejected,0
L11614,33,Female,Single,Self-employed,65963.37,35590.8,24,582,0.5065327111132585,Rejected,0
L11615,32,Male,Single,Salaried,60499.75,67010.08,48,657,0.4747994285413366,Rejected,0
L11616,41,Male,Single,Salaried,56623.05,40256.43,60,685,0.5205726062203367,Rejected,0
L11617,30,Male,Single,Salaried,55071.6,126486.39,60,638,0.47285689422871957,Approved,1
L11618,40,Male,Single,Salaried,30857.67,70905.37,48,776,0.49629753531027365,Rejected,0
L11619,56,Male,Married,Self-employed,106006.9,197215.59,36,671,0.5042113722918117,Approved,1
L11620,48,Female,Married,Unemployed,72432.17,180041.02,48,661,0.5104511753147623,Rejected,0
L11621,44,Male,Single,Salaried,20000.0,33195.4,24,639,0.5048263825496783,Rejected,0
L11622,25,Male,Married,Salaried,53144.79,47881.9,24,629,0.46705702446674346,Approved,1
L11623,57,Male,Married,Salaried,43502.34,98722.06,36,646,0.45038064966833435,Rejected,0
L11624,32,Female,Married,Unemployed,28434.49,26068.44,12,707,0.49601685635149195,Rejected,0
L11625,55,Male,Married,Self-employed,20000.0,20679.08,12,625,0.49346900809790994,Approved,1
L11626,60,Female,Married,Self-employed,28275.38,51389.21,48,611,0.4620568830355257,Rejected,0
L11627,22,Male,Single,Self-employed,46089.38,34991.19,36,546,0.532386073359146,Rejected,0
L11628,61,Male,Married,Salaried,125504.36,215820.59,60,700,0.5069264360637366,Rejected,0
L11629,65,Male,Single,Salaried,108639.76,120114.59,36,724,0.5093237640233358,Rejected,0
L11630,59,Female,Married,Salaried,64724.98,113406.55,36,735,0.5100888548991425,Approved,1
L11631,62,Female,Divorced,Self-employed,28584.04,59920.84,36,643,0.4858948739577688,Rejected,0
L11632,29,Male,Married,Self-employed,43986.98,56680.65,24,629,0.4971397711911997,Rejected,0
L11633,42,Male,Divorced,Salaried,57431.51,66738.33,24,699,0.4966711662994888,Rejected,0
L11634,25,Male,Married,Salaried,29268.4,33994.71,12,641,0.4979391071372372,Approved,1
L11635,32,Male,Single,Self-employed,20000.0,24307.86,24,598,0.47734081506992526,Rejected,0
L11636,21,Male,Married,Salaried,104831.91,216703.47,36,693,0.48012956189866135,Approved,1
L11637,64,Female,Single,Salaried,54156.04,73712.72,24,566,0.4627339123013339,Rejected,0
L11638,42,Female,Married,Salaried,116185.84,223909.15,60,741,0.4916918506167813,Approved,1
L11639,58,Male,Married,Salaried,137708.15,272608.22,48,587,0.49075905722445406,Rejected,0
L11640,39,Female,Married,Self-employed,85024.33,133126.8,48,699,0.5209153080438439,Rejected,0
L11641,36,Female,Divorced,Salaried,20000.0,28212.41,12,550,0.49473766196698765,Rejected,0
L11642,51,Male,Married,Self-employed,25538.0,32097.22,12,652,0.48841596845592766,Approved,1
L11643,23,Male,Single,Salaried,118563.14,214618.3,24,581,0.5296717758463897,Rejected,0
L11644,43,Female,Divorced,Salaried,20403.1,31195.16,12,629,0.5054413006461184,Approved,1
L11645,62,Female,Married,Unemployed,24251.76,26275.13,36,657,0.49062905199298695,Rejected,0
L11646,38,Male,Divorced,Salaried,52416.01,82072.57,48,614,0.46889774487495395,Rejected,0
L11647,46,Female,Married,Salaried,20000.0,36320.93,24,655,0.49092002673094015,Rejected,0
L11648,33,Male,Divorced,Salaried,20000.0,31782.12,36,698,0.5212375156924509,Approved,1
L11649,38,Female,Divorced,Salaried,106731.6,56572.4,12,632,0.49351092712346223,Approved,1
L11650,23,Male,Divorced,Self-employed,75811.93,188495.41,24,650,0.5261248906216308,Rejected,0
L11651,43,Female,Married,Salaried,23805.04,47942.63,36,733,0.4613469816036913,Approved,1
L11652,23,Male,Divorced,Salaried,31933.53,31517.68,60,645,0.4949989261096327,Approved,1
L11653,45,Male,Married,Unemployed,48441.22,97914.41,36,673,0.49737796579339155,Rejected,0
L11654,47,Male,Married,Self-employed,20000.0,40709.31,12,616,0.4891328810574213,Approved,1
L11655,64,Male,Married,Salaried,20000.0,34033.1,12,726,0.5626395000688573,Approved,1
L11656,47,Female,Married,Salaried,20000.0,34984.36,12,642,0.5084399916257182,Rejected,0
L11657,59,Male,Single,Salaried,20000.0,16450.05,24,628,0.48514904509424717,Rejected,0
L11658,45,Male,Married,Salaried,20000.0,24884.27,12,625,0.4894911572823724,Rejected,0
L11659,44,Male,Divorced,Salaried,67592.09,113296.51,12,593,0.5080789572866649,Approved,1
L11660,28,Female,Single,Self-employed,166881.3,109356.55,36,527,0.48556466106055013,Rejected,0
L11661,29,Male,Divorced,Salaried,54719.42,134399.39,36,571,0.4853164741789208,Rejected,0
L11662,57,Male,Divorced,Self-employed,20000.0,14073.21,12,633,0.48716944486667524,Rejected,0
L11663,50,Female,Single,Salaried,53341.15,69722.6,12,602,0.4642221612611228,Approved,1
L11664,39,Male,Married,Self-employed,20000.0,46541.42,48,677,0.5115566204683063,Rejected,0
L11665,36,Female,Single,Salaried,83539.33,44315.32,24,668,0.5061715759188938,Approved,1
L11666,44,Male,Married,Self-employed,89758.62,167533.3,48,566,0.4988508637299729,Rejected,0
L11667,64,Female,Married,Salaried,58085.27,74160.89,12,692,0.5088371176666128,Approved,1
L11668,41,Male,Married,Salaried,47428.0,91748.51,36,669,0.5121836218365428,Approved,1
L11669,56,Female,Single,Self-employed,20000.0,36556.16,36,640,0.48971570135501635,Rejected,0
L11670,60,Male,Married,Salaried,75605.58,128070.56,60,739,0.5238838613672528,Approved,1
L11671,59,Male,Married,Unemployed,42908.16,95712.81,12,668,0.5078246888411281,Rejected,0
L11672,26,Male,Married,Self-employed,45422.04,23166.8,24,673,0.4813320049842292,Rejected,0
L11673,25,Female,Married,Salaried,45005.33,35650.62,12,624,0.47850643842211726,Approved,1
L11674,34,Female,Single,Unemployed,72231.51,149774.38,36,667,0.48731280265048893,Rejected,0
L11675,65,Male,Single,Salaried,33489.2,59276.05,36,607,0.4998104083438401,Rejected,0
L11676,62,Male,Divorced,Salaried,34758.2,81732.37,48,672,0.5126301329040487,Approved,1
L11677,24,Female,Married,Self-employed,41306.2,56918.72,12,663,0.5006227810751036,Approved,1
L11678,28,Female,Married,Unemployed,47403.99,75819.55,36,687,0.4953493863427287,Rejected,0
L11679,44,Female,Married,Salaried,20000.0,34969.75,12,634,0.4844642214379422,Approved,1
L11680,31,Female,Divorced,Self-employed,66533.51,56711.65,24,653,0.44366930210369165,Rejected,0
L11681,37,Male,Married,Salaried,58427.52,45981.73,24,637,0.47007972394071734,Rejected,0
L11682,41,Male,Married,Self-employed,29117.65,29334.24,12,612,0.5191392744638565,Rejected,0
L11683,46,Male,Married,Salaried,70972.79,90258.32,36,696,0.5124595753501008,Rejected,0
L11684,63,Female,Married,Salaried,37368.23,55133.99,12,616,0.5426922880861234,Approved,1
L11685,64,Male,Married,Salaried,73920.25,105621.56,12,697,0.504665733588278,Approved,1
L11686,65,Male,Single,Salaried,73151.46,152448.13,36,657,0.48858200280855674,Rejected,0
L11687,47,Male,Single,Self-employed,49392.13,37913.6,12,689,0.504435090352525,Approved,1
L11688,36,Male,Married,Salaried,71008.07,87873.08,36,576,0.5186214161485111,Rejected,0
L11689,46,Male,Married,Self-employed,20000.0,47839.52,12,656,0.4939190609162826,Approved,1
L11690,53,Male,Married,Salaried,108050.83,220843.37,36,735,0.4949360816983069,Rejected,0
L11691,51,Female,Single,Salaried,58160.33,78863.91,48,599,0.49094316041109043,Rejected,0
L11692,26,Male,Divorced,Salaried,50185.75,83431.3,36,623,0.4965629376131657,Approved,1
L11693,64,Male,Divorced,Salaried,43026.41,61976.81,48,634,0.5112691658015661,Rejected,0
L11694,28,Female,Married,Salaried,95863.81,121531.18,36,667,0.5109433860814792,Approved,1
L11695,27,Female,Single,Salaried,20308.51,15547.69,12,620,0.48423441934857436,Rejected,0
L11696,54,Female,Divorced,Salaried,43276.0,36117.61,36,670,0.4896774582243356,Approved,1
L11697,64,Male,Single,Salaried,39255.86,42254.98,36,697,0.49319923655140285,Rejected,0
L11698,34,Female,Married,Self-employed,108353.88,133318.76,36,711,0.46543982152743535,Approved,1
L11699,36,Male,Single,Salaried,20000.0,20066.59,12,625,0.47227310903692693,Rejected,0
L11700,63,Male,Single,Self-employed,36688.99,60708.57,36,642,0.5463779948366183,Rejected,0
L11701,29,Female,Married,Salaried,42866.58,72712.48,12,719,0.4901868977874921,Approved,1
L11702,30,Female,Married,Self-employed,20000.0,11833.47,12,544,0.512021931643095,Rejected,0
L11703,37,Male,Single,Salaried,20000.0,35986.17,12,629,0.5004420606293455,Approved,1
L11704,32,Female,Divorced,Salaried,60741.97,87173.01,24,667,0.494325528992161,Rejected,0
L11705,26,Female,Divorced,Self-employed,24818.8,39562.63,48,581,0.5030664481084944,Rejected,0
L11706,39,Female,Married,Salaried,73322.92,167657.5,48,630,0.5025761410438261,Rejected,0
L11707,63,Male,Single,Salaried,20000.0,17333.48,24,665,0.5076620665523787,Approved,1
L11708,61,Male,Married,Salaried,107145.62,140242.76,60,642,0.4895744240778594,Rejected,0
L11709,49,Male,Divorced,Self-employed,42067.87,61852.86,12,704,0.5054675935313495,Approved,1
L11710,26,Male,Married,Salaried,151506.34,254782.94,24,646,0.5078461459805695,Approved,1
L11711,45,Male,Married,Salaried,118446.35,219762.47,48,631,0.49291328876350543,Rejected,0
L11712,44,Female,Married,Salaried,38068.61,28876.96,60,641,0.48799553060857404,Rejected,0
L11713,45,Female,Single,Salaried,30559.28,61056.22,48,655,0.533096897998857,Rejected,0
L11714,36,Male,Married,Self-employed,20000.0,18841.55,12,557,0.47863097146917405,Rejected,0
L11715,36,Male,Single,Unemployed,62763.54,150781.64,60,671,0.5006964054825499,Rejected,0
L11716,26,Male,Married,Salaried,20000.0,14227.1,24,576,0.5010832753185913,Rejected,0
L11717,57,Female,Married,Salaried,20000.0,49468.6,12,640,0.5305031045378743,Approved,1
L11718,41,Male,Married,Self-employed,25242.04,59469.47,48,553,0.4813353294879385,Rejected,0
L11719,24,Female,Married,Salaried,38643.91,88046.23,48,692,0.5221458952452172,Rejected,0
L11720,54,Female,Married,Salaried,20619.15,11559.94,12,564,0.5114328759512258,Rejected,0
L11721,48,Male,Single,Salaried,20000.0,18058.42,12,694,0.446311823934453,Rejected,0
L11722,58,Male,Married,Salaried,131853.55,215660.73,60,676,0.4596782923419006,Approved,1
L11723,61,Male,Married,Salaried,36614.36,71124.22,36,658,0.5089514366690522,Approved,1
L11724,48,Female,Single,Salaried,55177.17,108672.65,36,714,0.505766918159648,Approved,1
L11725,37,Female,Married,Self-employed,20000.0,11845.55,12,581,0.5058858776975204,Rejected,0
L11726,34,Female,Single,Self-employed,145849.59,273826.46,36,636,0.5290176039481626,Approved,1
L11727,27,Female,Divorced,Salaried,30115.36,44953.43,24,690,0.5169406508789317,Approved,1
L11728,42,Male,Married,Self-employed,20000.0,22543.75,12,756,0.48693167796951736,Approved,1
L11729,21,Male,Single,Self-employed,58577.09,110066.78,48,674,0.48248341837650655,Rejected,0
L11730,49,Female,Single,Salaried,75021.76,75128.89,24,615,0.5061919870082414,Approved,1
