Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status
L11101,43,Female,Married,Self-employed,37770.14,24839.13,12,587,0.5,Rejected
L11102,48,Male,Married,Salaried,23167.65,34500.41,12,750,0.5,Approved
L11103,36,Male,Married,Self-employed,37340.08,45169.34,24,567,0.5,Rejected
L11104,63,Female,Married,Self-employed,20965.01,23976.83,12,596,0.5,Rejected
L11105,58,Male,Single,Salaried,53795.23,117617.51,24,569,0.5,Rejected
L11106,31,Female,Divorced,Salaried,68205.83,150009.46,36,666,0.5,Rejected
L11107,23,Male,Married,Self-employed,63098.77,117285.59,36,609,0.5,Rejected
L11108,35,Male,Single,Salaried,56796.37,132824.1,36,665,0.5,Approved
L11109,21,Male,Married,Self-employed,200000.0,361881.54,36,685,0.5,Approved
L11110,27,Male,Married,Salaried,20000.0,34760.23,12,674,0.5,Rejected
L11111,21,Male,Married,Unemployed,34713.42,23860.65,12,586,0.5,Rejected
L11112,52,Male,Married,Self-employed,120598.89,62817.6,24,640,0.5,Approved
L11113,29,Female,Married,Salaried,20000.0,18394.9,12,728,0.5,Approved
L11114,49,Male,Married,Salaried,75108.69,155742.08,36,603,0.5,Approved
L11115,46,Male,Married,Salaried,20171.99,47573.47,24,612,0.5,Approved
L11116,43,Male,Married,Self-employed,42723.02,40982.63,36,638,0.5,Approved
L11117,65,Male,Single,Self-employed,66629.27,55782.4,36,668,0.5,Rejected
L11118,63,Male,Married,Self-employed,44698.58,97047.61,12,616,0.5,Rejected
L11119,49,Male,Divorced,Salaried,84375.0,106236.15,24,665,0.5,Approved
L11120,58,Male,Divorced,Salaried,79769.63,195896.02,60,665,0.5,Rejected
L11121,53,Male,Divorced,Salaried,127958.6,309870.12,48,700,0.5,Rejected
L11122,27,Male,Single,Salaried,37338.86,43637.25,36,688,0.5,Rejected
L11123,32,Female,Single,Salaried,20000.0,32393.6,24,563,0.5,Approved
L11124,51,Female,Married,Salaried,67149.85,124862.23,48,667,0.5,Rejected
L11125,52,Male,Single,Self-employed,81767.44,145542.1,24,629,0.5,Approved
L11126,40,Female,Married,Salaried,35898.51,87983.41,36,577,0.5,Rejected
L11127,37,Male,Married,Self-employed,47735.58,58151.27,36,711,0.5,Approved
L11128,56,Male,Married,Salaried,56189.18,109671.0,36,585,0.5,Rejected
L11129,23,Female,Married,Self-employed,20000.0,33239.54,24,565,0.5,Rejected
L11130,21,Female,Married,Self-employed,60962.7,93955.74,24,618,0.5,Approved
L11131,47,Female,Divorced,Self-employed,125341.66,99862.42,24,645,0.5,Approved
L11132,60,Female,Married,Salaried,160062.06,321281.7,24,637,0.5,Approved
L11133,53,Male,Divorced,Self-employed,32286.33,41815.05,12,770,0.5,Approved
L11134,40,Female,Married,Salaried,112388.51,85251.65,36,637,0.5,Approved
L11135,34,Female,Single,Salaried,91090.39,47624.23,12,594,0.5,Rejected
L11136,56,Male,Single,Unemployed,20000.0,15941.58,36,675,0.5,Rejected
L11137,25,Female,Single,Unemployed,89582.65,168485.57,60,570,0.5,Rejected
L11138,43,Male,Married,Salaried,57705.36,115267.15,24,571,0.5,Rejected
L11139,65,Female,Single,Salaried,48569.8,28740.84,24,708,0.5,Rejected
L11140,35,Male,Married,Salaried,20000.0,16190.64,12,710,0.5,Approved
L11141,26,Male,Single,Self-employed,20000.0,49968.49,12,587,0.5,Rejected
L11142,53,Male,Single,Self-employed,20000.0,26554.49,24,765,0.5,Approved
L11143,39,Male,Married,Salaried,31065.84,71141.19,36,621,0.5,Rejected
L11144,33,Female,Married,Self-employed,58842.45,77295.99,24,583,0.5,Rejected
L11145,49,Male,Married,Salaried,21756.11,33897.96,12,669,0.5,Approved
L11146,26,Male,Divorced,Unemployed,87992.18,198089.63,12,631,0.5,Rejected
L11147,35,Male,Single,Unemployed,86668.62,214914.16,48,619,0.5,Rejected
L11148,36,Female,Married,Salaried,27889.6,17904.91,60,603,0.5,Approved
L11149,44,Female,Married,Self-employed,97857.96,172666.11,36,611,0.5,Approved
L11150,43,Female,Married,Salaried,149078.08,214213.89,48,687,0.5,Rejected
L11151,30,Female,Married,Salaried,41240.32,65093.7,36,685,0.5,Approved
L11152,61,Male,Single,Self-employed,86397.51,78054.95,48,654,0.5,Rejected
L11153,61,Male,Single,Salaried,20000.0,45774.16,24,716,0.5,Approved
L11154,37,Male,Single,Salaried,88193.54,94682.98,24,639,0.5,Approved
L11155,64,Female,Divorced,Unemployed,48434.21,37716.02,24,678,0.5,Rejected
L11156,65,Female,Single,Salaried,69700.39,133665.01,36,708,0.5,Approved
L11157,50,Male,Single,Salaried,50120.19,123338.19,24,715,0.5,Approved
L11158,64,Male,Single,Salaried,28694.95,28142.68,24,614,0.5,Approved
L11159,30,Male,Single,Self-employed,20000.0,28758.92,12,642,0.5,Approved
L11160,39,Female,Divorced,Self-employed,20000.0,12590.92,24,655,0.5,Approved
L11161,49,Male,Single,Salaried,63508.16,74110.91,36,778,0.5,Approved
L11162,22,Female,Married,Self-employed,44735.45,94461.88,36,651,0.5,Rejected
L11163,56,Male,Divorced,Unemployed,54901.77,124248.78,36,572,0.5,Rejected
L11164,39,Male,Single,Self-employed,20000.0,19374.47,36,735,0.5,Approved
L11165,27,Female,Married,Salaried,50833.76,81072.89,24,616,0.5,Rejected
L11166,46,Male,Single,Self-employed,61850.31,128008.69,36,654,0.5,Rejected
L11167,35,Female,Married,Self-employed,35912.88,19284.87,12,580,0.5,Rejected
L11168,58,Male,Divorced,Self-employed,32564.4,30109.33,36,659,0.5,Rejected
L11169,23,Male,Divorced,Salaried,83461.99,47963.76,24,698,0.5,Rejected
L11170,58,Male,Married,Salaried,38717.26,29179.19,12,596,0.5,Rejected
L11171,36,Female,Divorced,Salaried,77365.1,66172.55,36,705,0.5,Approved
L11172,22,Female,Single,Self-employed,33936.97,18976.34,36,712,0.5,Rejected
L11173,51,Male,Single,Self-employed,50713.6,69769.77,36,684,0.5,Rejected
L11174,48,Male,Married,Self-employed,30801.01,40814.32,36,622,0.5,Rejected
L11175,27,Male,Married,Salaried,29514.85,31975.07,48,641,0.5,Rejected
L11176,50,Male,Married,Salaried,56029.5,63675.49,24,616,0.5,Approved
L11177,63,Male,Married,Salaried,20000.0,31485.33,24,608,0.5,Rejected
L11178,27,Male,Single,Salaried,25888.11,54614.06,48,686,0.5,Rejected
L11179,56,Male,Divorced,Salaried,20000.0,49004.71,24,689,0.5,Approved
L11180,49,Male,Divorced,Unemployed,25964.71,55401.0,36,647,0.5,Rejected
L11181,44,Male,Married,Salaried,20000.0,25592.78,24,684,0.5,Approved
L11182,59,Male,Married,Salaried,36654.88,82512.6,36,649,0.5,Approved
L11183,24,Male,Divorced,Salaried,66953.54,143840.76,36,627,0.5,Approved
L11184,49,Male,Married,Salaried,24767.14,57569.86,12,581,0.5,Rejected
L11185,64,Female,Divorced,Salaried,33375.41,21063.82,12,607,0.5,Approved
L11186,25,Male,Single,Self-employed,22560.5,27230.24,36,654,0.5,Rejected
L11187,49,Male,Single,Salaried,90868.41,53890.48,12,645,0.5,Approved
L11188,50,Male,Married,Salaried,137795.16,157484.08,36,605,0.5,Rejected
L11189,49,Female,Married,Salaried,45287.77,48059.48,36,678,0.5,Rejected
L11190,46,Male,Married,Self-employed,62128.0,144190.57,48,689,0.5,Approved
L11191,39,Female,Married,Self-employed,67377.51,161021.61,60,637,0.5,Approved
L11192,46,Male,Single,Salaried,60869.88,115052.77,48,704,0.5,Approved
L11193,57,Male,Married,Unemployed,41305.63,44015.0,12,562,0.5,Rejected
L11194,47,Male,Single,Salaried,65689.55,33754.25,24,686,0.5,Rejected
L11195,50,Male,Divorced,Self-employed,84392.58,155375.98,24,766,0.5,Approved
L11196,50,Male,Married,Salaried,124569.89,186705.21,36,694,0.5,Approved
L11197,23,Male,Single,Salaried,27262.46,24936.84,48,576,0.5,Rejected
L11198,63,Male,Divorced,Salaried,59499.45,50665.15,12,654,0.5,Rejected
L11199,27,Male,Married,Salaried,46626.1,75522.46,36,708,0.5,Approved
L11200,29,Male,Married,Salaried,36022.55,27395.2,12,575,0.5,Approved
L11201,61,Male,Single,Salaried,43544.52,69589.5,24,574,0.5,Rejected
L11202,62,Male,Single,Salaried,115407.22,269136.09,48,763,0.5,Rejected
L11203,33,Female,Single,Salaried,41751.61,86966.22,12,645,0.5,Approved
L11204,35,Male,Married,Self-employed,20000.0,47657.17,12,611,0.5,Approved
L11205,25,Male,Married,Self-employed,68759.68,68523.01,24,579,0.5,Approved
L11206,49,Male,Married,Salaried,75493.0,181500.21,36,669,0.5,Rejected
L11207,55,Male,Married,Salaried,20000.0,29007.36,36,647,0.5,Approved
L11208,47,Male,Single,Salaried,54546.02,96073.32,24,633,0.5,Approved
L11209,47,Male,Single,Salaried,49181.18,53506.56,24,725,0.5,Approved
L11210,28,Male,Single,Salaried,49936.99,124267.35,12,602,0.5,Approved
L11211,52,Female,Married,Salaried,49102.9,67542.47,36,655,0.5,Approved
L11212,40,Male,Married,Salaried,61219.57,53569.34,36,598,0.5,Rejected
L11213,30,Male,Single,Self-employed,24270.69,39995.1,12,658,0.5,Approved
L11214,33,Female,Single,Unemployed,31494.95,31846.41,12,661,0.5,Rejected
L11215,49,Male,Divorced,Self-employed,36647.8,50279.59,48,643,0.5,Approved
L11216,55,Female,Married,Unemployed,49955.42,45764.49,12,558,0.5,Rejected
L11217,28,Male,Single,Self-employed,38531.87,49071.51,24,652,0.5,Rejected
L11218,49,Male,Single,Salaried,49577.3,33963.02,24,743,0.5,Approved
L11219,51,Female,Divorced,Salaried,41502.73,44390.84,24,545,0.5,Rejected
L11220,61,Female,Divorced,Self-employed,67981.72,67813.87,36,649,0.5,Rejected
L11221,50,Female,Divorced,Salaried,55848.26,133782.48,36,735,0.5,Approved
L11222,42,Male,Divorced,Salaried,65333.01,110096.33,48,607,0.5,Approved
L11223,41,Male,Single,Salaried,61804.28,34183.7,24,612,0.5,Approved
L11224,32,Male,Married,Salaried,91342.77,212587.71,48,725,0.5,Approved
L11225,31,Female,Single,Salaried,31770.44,56828.19,36,636,0.5,Rejected
L11226,22,Male,Married,Self-employed,97146.87,114080.2,24,679,0.5,Approved
L11227,61,Male,Married,Salaried,97420.49,120100.75,36,650,0.5,Approved
L11228,22,Female,Single,Salaried,47045.16,26478.74,12,660,0.5,Approved
L11229,54,Female,Single,Unemployed,55511.66,135928.45,36,763,0.5,Rejected
L11230,23,Male,Single,Salaried,38972.98,86557.74,36,537,0.5,Rejected
L11231,36,Female,Married,Self-employed,43178.6,27236.79,24,669,0.5,Rejected
L11232,24,Male,Single,Self-employed,49807.26,92797.0,36,760,0.5,Rejected
L11233,43,Male,Divorced,Salaried,62869.37,87919.57,24,657,0.5,Approved
L11234,40,Male,Single,Self-employed,34311.27,72623.11,12,690,0.5,Approved
L11235,45,Male,Single,Salaried,50705.91,88569.47,12,688,0.5,Approved
L11236,50,Female,Single,Self-employed,20000.0,26512.37,12,656,0.5,Approved
L11237,38,Female,Divorced,Self-employed,20000.0,27456.55,24,728,0.5,Approved
L11238,62,Male,Married,Unemployed,45955.11,82863.7,36,631,0.5,Rejected
L11239,31,Female,Married,Self-employed,20000.0,36188.45,12,597,0.5,Rejected
L11240,49,Male,Married,Salaried,29329.74,47375.32,36,567,0.5,Rejected
L11241,37,Male,Married,Self-employed,51123.21,115963.87,48,604,0.5,Rejected
L11242,46,Male,Married,Salaried,78194.43,160975.43,36,697,0.5,Rejected
L11243,43,Female,Single,Salaried,30476.6,22469.67,60,657,0.5,Rejected
L11244,40,Male,Married,Self-employed,20000.0,44875.13,12,705,0.5,Approved
L11245,65,Male,Married,Unemployed,84636.55,76475.43,36,703,0.5,Approved
L11246,22,Male,Married,Salaried,126116.7,302782.49,60,599,0.5,Rejected
L11247,44,Male,Divorced,Unemployed,106370.45,224933.94,36,657,0.5,Rejected
L11248,51,Female,Single,Self-employed,135846.97,314926.97,24,701,0.5,Approved
L11249,47,Male,Married,Salaried,42319.35,78423.0,36,704,0.5,Rejected
L11250,22,Male,Married,Salaried,136459.23,246051.74,48,637,0.5,Approved
L11251,34,Female,Married,Self-employed,107908.9,107716.71,24,670,0.5,Approved
L11252,24,Male,Single,Salaried,172753.35,302703.18,36,736,0.5,Rejected
L11253,33,Female,Single,Self-employed,124166.35,166444.68,12,634,0.5,Rejected
L11254,56,Male,Divorced,Self-employed,20000.0,16135.7,24,644,0.5,Rejected
L11255,55,Male,Single,Self-employed,43014.88,52486.86,48,612,0.5,Approved
L11256,64,Female,Divorced,Salaried,42235.4,77049.52,48,612,0.5,Approved
L11257,28,Male,Married,Salaried,26953.59,60682.7,48,625,0.5,Rejected
L11258,22,Female,Divorced,Salaried,69941.38,96247.55,24,597,0.5,Rejected
L11259,26,Male,Single,Salaried,20000.0,21598.9,24,623,0.5,Approved
L11260,51,Male,Married,Unemployed,47376.86,38944.76,60,625,0.5,Rejected
L11261,30,Female,Married,Salaried,117123.04,152964.23,48,633,0.5,Approved
L11262,64,Male,Single,Salaried,40307.76,43091.98,12,630,0.5,Approved
L11263,41,Male,Married,Unemployed,26698.9,37228.62,12,614,0.5,Rejected
L11264,62,Female,Single,Self-employed,38727.71,27167.08,12,657,0.5,Rejected
L11265,30,Female,Single,Salaried,65150.44,128408.92,12,720,0.5,Approved
L11266,43,Male,Married,Salaried,41889.59,21315.34,36,591,0.5,Rejected
L11267,23,Female,Married,Unemployed,61559.07,116910.4,48,597,0.5,Rejected
L11268,52,Female,Divorced,Salaried,30450.83,33899.93,24,582,0.5,Rejected
L11269,40,Male,Married,Self-employed,62019.33,75569.86,48,687,0.5,Rejected
L11270,30,Male,Married,Self-employed,91440.27,77022.86,60,687,0.5,Rejected
L11271,49,Male,Married,Self-employed,48521.52,118215.8,36,608,0.5,Rejected
L11272,61,Female,Divorced,Salaried,43793.42,26535.53,12,709,0.5,Rejected
L11273,54,Female,Single,Salaried,33863.6,36102.28,12,701,0.5,Approved
L11274,57,Female,Married,Self-employed,84752.17,67279.17,48,657,0.5,Rejected
L11275,40,Female,Married,Unemployed,75429.63,110469.3,36,570,0.5,Rejected
L11276,28,Male,Married,Unemployed,20000.0,32399.94,12,620,0.5,Rejected
L11277,27,Male,Married,Salaried,25524.89,22784.54,24,650,0.5,Approved
L11278,26,Male,Single,Salaried,63326.55,114659.65,36,629,0.5,Approved
L11279,31,Male,Married,Salaried,80255.66,128835.85,48,688,0.5,Rejected
L11280,64,Female,Single,Salaried,37784.9,82531.76,12,605,0.5,Rejected
L11281,38,Female,Single,Self-employed,20000.0,46261.7,24,638,0.5,Approved
L11282,62,Male,Married,Salaried,26280.32,49644.29,36,608,0.5,Rejected
L11283,49,Male,Divorced,Salaried,20000.0,35210.92,36,585,0.5,Rejected
L11284,45,Female,Married,Self-employed,20000.0,34215.7,12,600,0.5,Rejected
L11285,41,Male,Married,Self-employed,50455.09,42091.45,36,662,0.5,Approved
L11286,23,Male,Divorced,Self-employed,20000.0,45329.6,36,587,0.5,Rejected
L11287,38,Male,Married,Self-employed,30149.55,36795.36,12,711,0.5,Approved
L11288,44,Male,Married,Salaried,64683.6,121787.06,36,684,0.5,Rejected
L11289,58,Female,Married,Salaried,66418.76,91745.28,48,619,0.5,Approved
L11290,30,Male,Married,Unemployed,20000.0,46116.11,24,631,0.5,Rejected
L11291,47,Female,Divorced,Self-employed,27224.69,35802.87,12,680,0.5,Approved
L11292,32,Male,Married,Salaried,40124.24,65000.32,48,570,0.5,Rejected
L11293,27,Male,Married,Salaried,52510.32,45943.75,60,563,0.5,Rejected
L11294,37,Male,Divorced,Salaried,35205.78,56613.66,36,618,0.5,Approved
L11295,21,Male,Married,Self-employed,50557.35,45762.61,36,591,0.5,Approved
L11296,46,Male,Divorced,Self-employed,62820.87,131234.53,48,615,0.5,Rejected
L11297,35,Male,Married,Salaried,58764.83,72552.75,36,563,0.5,Rejected
L11298,53,Male,Married,Salaried,107117.87,144466.62,36,543,0.5,Rejected
L11299,57,Female,Married,Self-employed,20000.0,35612.56,24,662,0.5,Approved
L11300,51,Male,Married,Unemployed,25413.4,17075.62,12,683,0.5,Rejected
L11301,55,Male,Married,Salaried,60393.63,68219.09,36,582,0.5,Approved
L11302,21,Female,Married,Self-employed,132584.96,313784.93,48,695,0.5,Approved
L11303,28,Male,Single,Salaried,41104.46,91426.03,12,691,0.5,Rejected
L11304,32,Female,Married,Salaried,37905.38,36481.08,12,630,0.5,Approved
L11305,39,Female,Married,Self-employed,61461.01,93769.21,36,587,0.5,Rejected
L11306,45,Female,Married,Self-employed,22502.44,37503.38,48,660,0.5,Rejected
L11307,52,Female,Single,Salaried,58845.54,64923.64,48,638,0.5,Rejected
L11308,32,Male,Married,Self-employed,20000.0,23905.52,48,653,0.5,Rejected
L11309,33,Male,Married,Self-employed,20000.0,49118.3,12,652,0.5,Approved
L11310,48,Female,Divorced,Self-employed,20000.0,15541.34,36,694,0.5,Rejected
L11311,21,Male,Married,Self-employed,32440.64,75349.37,24,646,0.5,Rejected
L11312,26,Male,Married,Salaried,47301.47,57163.39,60,599,0.5,Rejected
L11313,28,Female,Married,Self-employed,107275.23,104928.59,36,735,0.5,Approved
L11314,24,Female,Married,Salaried,34075.18,34793.25,12,663,0.5,Rejected
L11315,25,Male,Single,Salaried,60703.13,64745.61,12,572,0.5,Approved
L11316,45,Male,Married,Salaried,70589.71,75799.49,48,732,0.5,Rejected
L11317,42,Male,Married,Self-employed,49548.36,49948.85,24,653,0.5,Rejected
L11318,48,Female,Married,Salaried,29753.57,65010.65,24,645,0.5,Approved
L11319,59,Male,Divorced,Salaried,20000.0,20711.68,12,595,0.5,Rejected
L11320,43,Female,Married,Self-employed,22610.51,50278.54,36,613,0.5,Approved
L11321,24,Female,Single,Self-employed,23645.86,57661.29,12,663,0.5,Rejected
L11322,24,Male,Married,Salaried,53362.77,56439.53,12,566,0.5,Rejected
L11323,41,Male,Single,Self-employed,62488.32,101867.94,36,668,0.5,Rejected
L11324,57,Male,Single,Unemployed,20000.0,28245.93,12,660,0.5,Rejected
L11325,61,Female,Married,Self-employed,48669.56,106751.35,12,586,0.5,Rejected
L11326,22,Male,Married,Salaried,20000.0,22331.27,24,652,0.5,Approved
L11327,27,Female,Married,Unemployed,39176.86,79511.24,36,645,0.5,Rejected
L11328,36,Male,Married,Salaried,46207.39,67059.76,12,637,0.5,Approved
L11329,37,Male,Married,Self-employed,51306.31,90392.37,12,647,0.5,Approved
L11330,40,Female,Married,Self-employed,39262.53,64912.73,60,632,0.5,Approved
L11331,43,Male,Married,Self-employed,20000.0,12495.79,12,656,0.5,Approved
L11332,54,Female,Married,Self-employed,68284.07,114524.02,36,641,0.5,Rejected
L11333,31,Male,Single,Unemployed,43706.86,94186.07,24,726,0.5,Approved
L11334,54,Female,Married,Unemployed,77905.98,83895.12,36,588,0.5,Rejected
L11335,53,Female,Married,Salaried,20000.0,26109.45,36,519,0.5,Rejected
L11336,46,Female,Single,Unemployed,25112.69,22858.21,24,565,0.5,Rejected
L11337,22,Male,Single,Salaried,21004.57,19309.34,36,557,0.5,Rejected
L11338,43,Male,Divorced,Salaried,27147.05,30246.29,24,637,0.5,Approved
L11339,61,Male,Divorced,Self-employed,62247.43,124956.71,36,610,0.5,Approved
L11340,42,Male,Single,Unemployed,24502.34,35836.08,12,689,0.5,Rejected
L11341,54,Female,Married,Salaried,32835.22,61809.07,12,649,0.5,Rejected
L11342,35,Male,Single,Unemployed,20000.0,47424.91,36,629,0.5,Rejected
L11343,30,Male,Single,Unemployed,29317.96,57484.54,36,660,0.5,Rejected
L11344,35,Female,Single,Unemployed,111270.75,138678.62,24,630,0.5,Rejected
L11345,62,Female,Married,Salaried,160597.88,244331.68,24,699,0.5,Approved
L11346,49,Female,Single,Self-employed,26010.27,27497.65,48,563,0.5,Rejected
L11347,43,Male,Single,Self-employed,65365.14,41277.77,12,608,0.5,Approved
L11348,37,Male,Married,Salaried,37410.9,68537.96,36,642,0.5,Rejected
L11349,29,Male,Single,Unemployed,20000.0,36473.83,36,656,0.5,Rejected
L11350,56,Male,Married,Salaried,72114.87,159552.96,48,672,0.5,Rejected
L11351,29,Male,Single,Salaried,21527.5,17640.65,36,710,0.5,Approved
L11352,36,Female,Single,Salaried,32448.95,73612.12,48,657,0.5,Rejected
L11353,56,Male,Married,Salaried,51326.41,107205.9,24,689,0.5,Rejected
L11354,53,Male,Divorced,Salaried,132253.99,94498.95,36,777,0.5,Approved
L11355,51,Male,Divorced,Unemployed,90509.34,223087.58,48,711,0.5,Rejected
L11356,26,Male,Married,Unemployed,32923.38,19033.24,48,656,0.5,Rejected
L11357,30,Male,Married,Salaried,20000.0,41792.87,24,587,0.5,Rejected
L11358,36,Male,Single,Salaried,46534.73,63151.62,36,717,0.5,Rejected
L11359,24,Male,Married,Salaried,106671.73,237957.62,60,734,0.5,Approved
L11360,42,Male,Married,Salaried,20000.0,39133.32,60,689,0.5,Approved
L11361,33,Male,Single,Unemployed,44349.87,27555.73,24,751,0.5,Rejected
L11362,36,Female,Divorced,Salaried,24777.83,24282.1,24,649,0.5,Approved
L11363,49,Male,Married,Salaried,83880.15,201718.42,48,664,0.5,Rejected
L11364,26,Male,Married,Self-employed,34224.35,27187.46,48,700,0.5,Rejected
L11365,46,Female,Single,Self-employed,39270.51,25014.45,24,658,0.5,Approved
L11366,31,Male,Single,Salaried,22207.27,17955.0,12,778,0.5,Approved
L11367,44,Male,Divorced,Self-employed,26064.55,50579.94,12,749,0.5,Approved
L11368,49,Female,Married,Salaried,30367.23,17590.5,12,652,0.5,Approved
L11369,23,Male,Single,Self-employed,120991.96,165230.18,36,594,0.5,Rejected
L11370,30,Female,Married,Salaried,20000.0,13655.03,24,684,0.5,Rejected
L11371,21,Female,Single,Self-employed,20000.0,37486.01,12,674,0.5,Approved
L11372,63,Male,Married,Salaried,49344.81,49638.47,36,686,0.5,Rejected
L11373,46,Female,Divorced,Salaried,28874.25,53975.25,36,656,0.5,Approved
L11374,32,Male,Single,Self-employed,44356.45,37726.89,12,666,0.5,Approved
L11375,34,Male,Divorced,Salaried,63005.36,81432.63,60,619,0.5,Approved
L11376,45,Female,Married,Salaried,20000.0,47018.18,24,691,0.5,Approved
L11377,28,Female,Single,Salaried,52597.89,66694.3,36,512,0.5,Approved
L11378,63,Female,Divorced,Salaried,38491.21,28022.89,24,663,0.5,Rejected
L11379,24,Male,Divorced,Self-employed,32379.74,40148.15,24,706,0.5,Approved
L11380,48,Male,Divorced,Salaried,163493.22,230398.05,12,619,0.5,Rejected
L11381,27,Male,Married,Salaried,69125.09,97946.21,12,694,0.5,Rejected
L11382,30,Male,Married,Salaried,39544.84,75865.49,36,644,0.5,Rejected
L11383,56,Female,Married,Unemployed,85146.39,63807.33,36,590,0.5,Rejected
L11384,22,Male,Married,Salaried,41437.82,58971.3,36,546,0.5,Rejected
L11385,46,Male,Married,Self-employed,36675.97,36965.79,48,565,0.5,Rejected
L11386,34,Male,Single,Salaried,29822.45,41423.74,24,653,0.5,Rejected
L11387,36,Male,Single,Salaried,21711.6,18370.06,12,739,0.5,Rejected
L11388,63,Female,Single,Self-employed,20000.0,19418.53,24,608,0.5,Rejected
L11389,62,Male,Single,Self-employed,20000.0,32113.77,24,570,0.5,Rejected
L11390,37,Female,Married,Self-employed,20000.0,22051.17,12,704,0.5,Approved
L11391,42,Male,Divorced,Self-employed,38839.66,31817.92,12,596,0.5,Rejected
L11392,24,Male,Married,Salaried,112069.93,194918.03,60,584,0.5,Rejected
L11393,39,Female,Married,Salaried,106732.98,231923.62,48,637,0.5,Approved
L11394,22,Male,Married,Salaried,65281.48,139884.95,48,733,0.5,Rejected
L11395,59,Male,Divorced,Salaried,68130.27,147720.36,36,623,0.5,Approved
L11396,29,Female,Divorced,Salaried,20000.0,10689.2,36,544,0.5,Rejected
L11397,39,Male,Married,Salaried,20000.0,37444.06,12,738,0.5,Approved
L11398,36,Male,Married,Self-employed,65461.41,163494.76,48,654,0.5,Approved
L11399,45,Female,Single,Salaried,20000.0,39058.67,12,694,0.5,Rejected
L11400,38,Female,Single,Unemployed,54561.45,56288.59,60,612,0.5,Approved
L11401,43,Male,Single,Salaried,33820.28,55059.67,48,627,0.5,Approved
L11402,41,Female,Married,Self-employed,20000.0,29122.28,12,625,0.5,Approved
L11403,31,Male,Single,Salaried,23239.63,32954.78,12,552,0.5,Rejected
L11404,59,Male,Married,Self-employed,35666.57,69382.13,12,668,0.5,Rejected
L11405,61,Male,Married,Salaried,24923.57,18785.67,24,634,0.5,Approved
L11406,24,Female,Married,Salaried,22275.06,16455.02,24,632,0.5,Approved
L11407,45,Male,Divorced,Salaried,20000.0,30258.7,12,660,0.5,Rejected
L11408,52,Male,Married,Self-employed,89160.76,218256.07,48,680,0.5,Rejected
L11409,50,Male,Single,Self-employed,49413.89,30788.58,12,668,0.5,Rejected
L11410,65,Female,Married,Salaried,26692.1,33127.04,12,626,0.5,Rejected
L11411,46,Male,Married,Salaried,99462.39,150952.39,36,604,0.5,Approved
L11412,56,Male,Divorced,Self-employed,53315.86,26791.7,24,696,0.46,Rejected
L11413,54,Female,Married,Unemployed,31552.55,34371.91,24,571,0.5,Rejected
L11414,29,Female,Divorced,Salaried,20000.0,14433.65,12,657,0.5,Approved
L11415,32,Male,Divorced,Self-employed,20000.0,38221.72,12,655,0.5,Approved
L11416,22,Male,Single,Salaried,20000.0,27561.23,12,590,0.5,Rejected
L11417,58,Female,Married,Unemployed,20000.0,34905.98,60,616,0.5,Rejected
L11418,25,Female,Divorced,Self-employed,37562.64,64038.16,36,687,0.5,Approved
L11419,25,Male,Divorced,Salaried,60763.23,73858.89,48,604,0.5,Rejected
L11420,42,Male,Divorced,Salaried,127606.61,72845.07,48,675,0.5,Approved
L11421,25,Male,Divorced,Self-employed,26605.27,27547.7,24,592,0.5,Rejected
L11422,24,Male,Married,Self-employed,76278.33,111542.75,36,638,0.5,Rejected
L11423,29,Female,Single,Self-employed,51669.17,46779.56,12,622,0.5,Rejected
L11424,49,Male,Married,Salaried,20000.0,47507.37,24,668,0.5,Rejected
L11425,42,Female,Married,Self-employed,46761.15,62063.02,36,626,0.5,Rejected
L11426,47,Female,Single,Self-employed,45074.8,54287.8,36,663,0.5,Rejected
L11427,30,Female,Single,Unemployed,42042.83,30064.94,12,577,0.5,Rejected
L11428,36,Female,Single,Salaried,114216.03,120187.96,48,667,0.5,Approved
L11429,62,Male,Divorced,Salaried,139978.61,231951.21,48,648,0.5,Approved
L11430,62,Male,Married,Salaried,20833.15,44567.48,12,589,0.5,Rejected
L11431,30,Female,Married,Salaried,79389.55,162498.91,36,609,0.5,Approved
L11432,26,Female,Married,Self-employed,51974.33,97202.05,48,644,0.5,Rejected
L11433,25,Male,Married,Salaried,27593.5,65257.6,36,606,0.5,Rejected
L11434,26,Female,Married,Salaried,25376.26,25022.25,36,601,0.5,Rejected
L11435,45,Male,Divorced,Self-employed,20000.0,19389.9,24,722,0.5,Approved
L11436,24,Male,Single,Salaried,47558.71,28216.55,24,651,0.5,Rejected
L11437,60,Male,Married,Self-employed,20000.0,38146.41,36,703,0.5,Approved
L11438,52,Female,Married,Salaried,20000.0,42044.6,12,613,0.5,Approved
L11439,55,Male,Single,Salaried,43086.43,43919.73,60,639,0.5,Approved
L11440,30,Male,Married,Salaried,45035.72,93736.84,36,586,0.5,Rejected
L11441,54,Female,Single,Self-employed,111779.0,214386.92,48,725,0.5,Rejected
L11442,56,Female,Married,Unemployed,30220.95,47808.64,12,606,0.5,Rejected
L11443,26,Female,Married,Self-employed,35587.72,57187.45,12,674,0.5,Approved
L11444,63,Male,Single,Salaried,44358.59,84733.45,24,647,0.5,Approved
